Area name,,,,,,,,,,,
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2430.jpg,2000000,"64.14445234924149,-21.96306118413086",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2430-J%C3%B3lalj%C3%B3s%20%C3%AD%20Vesturb%C3%A6jarlaug.pdf,Jólaljós í Vesturbæjarlaug,Verkefnið felur í sér að setja upp lýsingu sem myndar huggulega stemningu um kvöld og á veturna.,Christmas lights at Vesturbæjarlaug,The project entails installing lighting that would create a cozy atmosphere in the evening and in winter.,Iluminacje świąteczne w Vesturbæjarlaug,"Projekt obejmuje zainstalowanie oświetlenia, które wieczorem i zimą będzie tworzyło przytulną atmosferę."
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2433.jpg,20000000,"64.1445821854339 , -21.9625496864318",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2433-Leikt%C3%A6ki%20%C3%AD%20Vesturb%C3%A6jarlaug.pdf,Leiktæki í Vesturbæjarlaug,Verkefnið felur í sér að setja upp ný leiktæki í Vesturbæjarlauginni.,Play equipment at Vesturbæjarlaug,The project entails installing new play equipment in Vesturbæjarlaug.,Sprzęt do zabawy w Vesturbæjarlaug,Projekt obejmuje instalację nowego sprzętu do zabawy w Vesturbæjarlaug.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2434.jpg,5000000,"64.13904442559915,-21.96397631645508",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2434-Vatnsp%C3%B3stur%20vi%C3%B0%20%C3%86giss%C3%AD%C3%B0u.pdf,Vatnspóstur við Ægissíðu,Verkefnið felur í sér að setja upp vatnspóst við Ægissíðu.,Drinking fountain on Ægissíða,The project entails putting up a drinking fountain on Ægissíða.,Punkt picia wody przy Ægissíða,Projekt obejmuje zainstalowanie punktu picia wody  przy Ægissíða
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/Hm4-2435.jpg,12000000,"64.1426702643343 , -21.9572129671651",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2435-Hj%C3%B3lask%C3%BDli%20vi%C3%B0%20Melask%C3%B3la.pdf,Hjólaskýli við Melaskóla,Verkefnið felur í sér að setja upp hjólaskýli og hjólaboga við Melaskóla.,Bike shelter at Melaskóli,The project entails installing a bike shelter and bike racks at Melaskóli.,Wiata na rowery przy Melaskóli,Projekt obejmuje instalację wiaty rowerowej i stelaża na rowery przy Melakóli.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2436.jpg,38000000,"64.1445821854339 , -21.9625496864318",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2436-Kaldurpottur%20%C3%AD%20Vesturb%C3%A6jarlaug.pdf,Kaldur pottur í Vesturbæjarlaug,Verkefnið felur í sér að bæta kalda pottinn í Vesturbæjarlaug.,Cold plunge tub at Vesturbæjarlaug,The project entails making improvements to the cold tub at Vesturbæjarlaug.,Zimna balia na basenie Vesturbæjarlaug,Projekt obejmuje utworzenie baseniku z zimną wodą w Vesturbæjarlaug.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/Hm4-2437.jpg,4000000,"64.14541397058665,-21.957961649707023",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2437-Gr%C3%A6nni%20vesturb%C3%A6r.pdf,Grænni Vesturbær,Verkefnið felur í sér að planta gróðri og trjám í borgarlandi Vesturbæjar.,Greener Vesturbær,The project entails planting vegetation and trees on city land in Vesturbær.,Zieleńszy Vesturbær,Projekt obejmuje zasadzenie roślinności i drzew w w obszarze miejskim Vesturbær.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2441.jpg,38000000,"64.14427946349414,-21.962216197237144",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2441-Padelv%C3%B6llur%20%C3%AD%20Vesturb%C3%A6num.pdf,Padelvöllur í Vesturbænum,Verkefnið felur í sér að setja upp padelvöll við Vesturbæjarlaug.,Padel court in Vesturbær,The project entails installing a padel court at Vesturbæjarlaug.,Teren do gry w padla w Vesturbær,Projekt obejmuje utworzenie terenu do gry w padla na basenie Vesturbæjarlaug.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2443.jpg,25000000,"64.13430435453114,-21.958512234443848",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2443-Hundager%C3%B0i%20vi%C3%B0%20%C3%86giss%C3%AD%C3%B0u.pdf,Hundagerði við Ægissíðu,Verkefnið felur í sér að setja upp hundagerði austarlega við Ægissíðu.,Dog park at Ægissíða,The project entails putting a dog park in the east end of Ægissíða.,Teren dla psów przy Ægissíða,Projekt obejmuje utworzenie terenu dla psów na wschód od Ægissíða.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2444.jpg,12000000,"64.13397930451436,-21.96138166952355",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2444-%C3%81ningarsta%C3%B0ur%20vi%C3%B0%20S%C3%B6rlaskj%C3%B3l.pdf,Áningarstaður við Sörlaskjól,Verkefnið felur í sér að gera skjólgóðan áningarstað við ströndina við Sörlaskjól.,Rest area on Sörlaskjól,The project entails making a sheltered resting place by the beach at Sörlaskjól.,Miejsce wypoczynku przy Sörlaskjól,Projekt obejmuje utworzenie osłoniętego miejsca do odpoczynku przy plaży w Sörlaskjól.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2445.jpg,6000000,"64.143971952552 , -21.9627428054809",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2445-%C3%9Atigrill%20%C3%AD%20Vesturb%C3%A6num.pdf,Útigrill í Vesturbænum,Verkefnið felur í sér að setja upp útigrill á völdum stöðum í Vesturbænum.,Outdoor grill in Vesturbær,The project entails installing outdoor grills at select spots in Vesturbær.,Grill na świeżym powietrzu w Vesturbær,Projekt obejmuje zainstalowanie grilla na świeżym powietrzu w wybranych lokalizacjach w sąsiedztwie.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2446.jpg,8000000,"64.1421099444234,-21.955939983930417",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2446-K%C3%B6rfuboltav%C3%B6llur%20Melask%C3%B3la.pdf,Körfuboltavöllur við Melaskóla,Verkefnið felur í sér að setja SportCourt undirlag á körfuboltavöllinn við Melaskóla.,Basketball court at Melaskóli,The project entails putting a SportCourt surface on the basketball court at Melaskóli.,Boisko do koszykówki w Melaskóli,Projekt obejmuje położenie nawierzchni SportCourt na boisku do koszykówki w Melaskóli.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2447.jpg,16000000,"64.14580643020206,-21.947289074597833",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2447-%C3%81ningarsta%C3%B0ur%20%C3%A1%20H%C3%B3latorgi.pdf,Áningarstaður á Hólatorgi,Verkefnið felur í sér að setja upp aðstöðu sem býður upp á dvöl á Hólatorgi. ,Rest area at Hólatorg,The project entails putting in a nice resting area on Hólatorg.,Miejsce do wypoczynku na Hólartorg,Projekt obejmuje utworzenie miejsca do wypoczynku na Hólartorg. 
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2449.jpg,6000000,"64.1475661 , -21.9617382",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2449-Vistlegri%20Meistaravelli.pdf,Vistlegri Meistaravellir,Verkefnið felur í sér að gera Meistaravelli vistlegri með plöntum og trjám.,Greener Meistaravellir,The project entails making Meistaravellir greener by adding plants and trees.,Zielone Meistaravellir,Projekt obejmuje zazielenienie Meistaravellir za pomocą roślin i drzew.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2453.jpg,3000000,"64.14672117405766,-21.947797073016364",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2453-%C3%9Atigrill%20%C3%A1%20Landakotst%C3%BAn.pdf,Útigrill við Landakotstún,Verkefnið felur í sér að setja upp útigrill við Landakotstún.,Outdoor grill at Landakotstún,The project entails installing an outdoor grill on the field near Landakotstún.,Miejsce do grillowania przy Landakotstún,Projekt obejmuje ustawienie grilla na świeżym powietrzu na Landakotstún.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2458.jpg,10000000,"64.1499597623302 , -21.9656059695878",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2458-%C3%86rslabelgur%20%C3%A1%20Granda.pdf,Ærslabelgur á Granda,Verkefnið felur í sér að setja upp ærslabelg við fótboltavöllinn milli Grandavegs og Boðagranda.,Jumping pillow near Grandavegur,The project entails installing a jumping pillow at the football field between Boðagrandi and Grandavegur.,Poducha dmuchana na Grandi,Projekt obejmuje instalację poduchy dmuchanej przy boisku piłkarskim między Grandavegur i Boðagrandi.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2461.jpg,4000000,"64.14225097332957,-21.966201395800773",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2461-Bekkir%20og%20ruslatunnur.pdf,Bekkir og ruslatunnur,Verkefnið felur í sér að setja upp fleiri ruslatunnur og bekki í hverfinu.,Benches and trash bins,The project entails installing more benches and trash bins in the neighborhood.,Ławki i kosze na śmieci,"Projekt obejmuje ustawienie ławek, i zwiększenie ilości koszy na śmieci w dzielnicy."
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2462.jpg,12000000,"64.1467473747749,-21.95908817749328",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2462-B%C3%A6ta%20r%C3%B3l%C3%B3%20vi%C3%B0%20V%C3%AD%C3%B0imel.pdf,Bæta róló við Víðimel,Verkefnið felur í sér að skipta út leikvallarundirlagi og setja ný leiktæki.,Better swings at Víðimel,The project entails installing a new playground surface and new playground equipment.,Poprawa placu zabaw przy Víðimelur,Projekt obejmuje wymianę nawierzchni i instalację nowego sprzętu.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2469a.jpg,20000000,"64.1439389886121 , -21.9719145050265",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2469-S%C3%B6gugar%C3%B0ur%20Gu%C3%B0r%C3%BAnar%20Helgad%C3%B3ttur.pdf,Sögugarður Guðrúnar Helgadóttur,Verkefnið felur í sér að setja upp veglegan áningarstað með upplýsingaskilti um Guðrúnu Helgadóttur við Sörlaskjól.,Guðrún Helgadóttir historical park,The project entails setting up an inspiring rest area at Sörlaskjól with an information sign about Guðrún Helgadóttir.,Park ku pamięci Guðrún Helgadóttir,Projekt obejmuje utworzenie miejsca odpoczynku z tablicą pamiątkową Guðrún Helgadóttir przy Sörlaskjól.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2474.jpg,12000000,"64.1507208823296 , -21.9550534241209",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2474-Hj%C3%B3lageymslur%20%C3%AD%20Vesturb%C3%A6num.pdf,Hjólageymslur í Vesturbænum,Verkefnið felur í sér að setja upp hjólageymslur í borgarlandi til að tryggja aðgengi að öruggum hjólastæðum.,Bike racks in Vesturbær,The project entails installing bicycle storage facilities on city land to ensure access to safe bicycle parking spaces.,Parkingi rowerowe,"Projekt obejmuje utworzenie parkingów rowerowych w mieście, zapewniając dostęp do bezpiecznych miejsc dla rowerów."
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2478.jpg,8000000,"64.15024928175315,-21.97515826767578",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2478-Stiga%20ofan%20%C3%AD%20fj%C3%B6ru%20vi%C3%B0%20Ei%C3%B0sgranda.pdf,Stiga ofan í fjöru við Eiðsgranda,Verkefnið felur í sér að setja annan stiga ofan í fjöru við Eiðsgranda.,Path down to the shore at Eiðsgrandi,The project entails putting in another path down to the shore at Eiðsgrandi.,Schody do plaży na Eiðsgrandi,Projekt obejmuje umieszczenie drugich schodów do plaży przy Eiðsgrandi.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2485.jpg,20000000,"64.150088199483 , -21.9490046719491",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2485-Vistlegri%20R%C3%A1nargata.pdf,Vistlegri Ránargata,"Verkefnið felur í sér að gera Ránargötu vistlegri með nýju yfirborði, plöntum og gróðurkerjum.",Greener Ránargata,"The project entails making Ránargata greener with a new surface, plants and planters.",Ekologiczna Ránargata,"Projekt obejmuje uczynienie Ránargaty bardziej zieloną dzięki nowej nawierzchni, roślinności i doniczkom."
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2505.jpg,15000000,"64.1289878011406 , -21.9537748386231",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2505-Tramp%C3%B3l%C3%ADn%20r%C3%B3l%C3%B3%20Skerj%C3%B3.pdf,Trampólín á róló í Skerjafirði,"Verkefnið felur í sér að setja niðurgrafin trampólín á róló við Bauganes, ásamt bekkjum og útigrilli.",Trampoline near the playground in Skerjafjörður,"The project entails installing a trampoline, benches and an outdoor grill at Bauganes playground",Trampolina na placu zabaw w Skerjafjörður,Projekt obejmuje instalację trampolin ziemnych na placu zabaw w Bauganes wraz z ławkami i zewnętrznym grillem.
Vesturbær,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Vesturbaer/HM4-2522.jpg,8000000,"64.1488488703097 , -21.9486629697051",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Vesturbaer/HM4-2522-Gervigras%20%C3%A1%20St%C3%BDr%C3%B3.pdf,Gervigras á Stýró,Verkefnið felur í sér að setja gervigras á sparkvöllinn við Stýrimannastíg.,Artificial turf on Stýramannastígur,The project entails installing artificial turf on the football field on Stýrimannastígur.,Sztuczna trawa przy Stýrimannaskóli,Projekt obejmuje wyłożenie sztuczną trawą boiska piłkarskiego przy Stýrimannastígur.
,,,,,,,,,,,
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1705.jpeg,27000000,"64.1408086481163 , -21.940852358197",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1705-Almenningssalerni%20Hlj%C3%B3msk%C3%A1lagar%C3%B0inn.pdf,Almenningssalerni í Hljómskálagarðinn,Verkefnið felur í sér að setja upp almenningssalerni í Hljómskálagarðinum.,Public toilets in Hljómskálagarður,The project entails installing a public toilet in the park at Hljómskálagarður.,Toalety publiczne w Hljómskálagarður,Projekt obejmuje montaż toalet publicznych w Hljómskálagarður.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1709.jpg,10000000,"64.14375216856521, -21.932846986088826",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1709-Snjallhj%C3%B3last%C3%A6%C3%B0i%20%C3%AD%20Mi%C3%B0borginni.pdf,Snjallhjólastæði í Miðborginni,Verkefnið felur í sér að setja upp snjallhjólastæði í Miðborginni.,Smart bike parking in Miðborg,The project includes installing smart bicycle parking in the city center.,Inteligentny parking dla rowerów w centrum,Projekt obejmuje montaż inteligentnych parkingów rowerowych w centrum.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1710.jpg,4000000,"64.14729763232229,-21.92379590585398",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1710-Gr%C3%B3%C3%B0ur%20vi%C3%B0%20S%C3%A6braut.pdf,Gróður við Sæbraut,Verkefnið felur í sér að planta trjám og gróðri meðfram Sæbrautinni.,Greenery on Sæbraut,The project entails planting more trees and plants all along Sæbraut.,Roślinność przy Sæbraut,Projekt obejmuje sadzenie drzew i roślinności wzdłuż Sæbraut.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1711.jpg,25000000,"64.1434391113492 , -21.9396241263912",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1711-Gosbrunn%20%C3%AD%20Hallargar%C3%B0inn.pdf,Gosbrunn í Hallargarðinn ,Verkefnið felur í sér að setja upp gosbrunn í Hallargarðinum.,Fountain in Hallargarður,The project entails installing a fountain in the Hallargarður park,Fontanna w Hallargarður ,Projekt obejmuje instalację fontanny w parku Hallargarður.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1712.jpg,27000000,"64.14047945257526,-21.939531984905347",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1712-Kastala%20%C3%AD%20Hlj%C3%B3msk%C3%A1lagar%C3%B0inn.pdf,Kastala í Hljómskálagarðinn,Verkefnið felur í sér að setja upp leikkastala á leiksvæðinu í Hljómskálagarðinum.,Castle in Hljómskálagarður,The project entails setting up a play castle in the playground in Hljómskálagarður.,Zamki w Hljómskálagarður,Projekt obejmuje ustawienie akcesoriów do zabawy na placu zabaw przy Hljómskálagarður. 
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1717.jpg,4000000,"64.1431613 , -21.937521",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1717-Litr%C3%ADkur%20gr%C3%B3%C3%B0ur%20%C3%AD%20Mi%C3%B0borg.pdf,Litríkur gróður í Miðborg,Verkefnið felur í sér að planta litríkum plöntum í Miðborginni.,Colorful vegetation in Miðborg,The project entails planting colorful plants in Miðborg,Kolorowa roślinność w centrum,Projekt obejmuje zasadzenie kolorowej roślinności w centrum.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1719.jpg,27000000,"64.1418293 , -21.9206518",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1719-Sauna%20Sundh%C3%B6llinni.pdf,Sauna í Sundhöllinni,Verkefnið felur í sér að setja upp þurrgufu í Sundhöll Reykjavíkur.,Sauna in Sundhöll Reykjavíkur,The project entails installing a dry sauna in Sundhöll Reykjavíkur,Sauna w Sundhöll,Projekt obejmuje instalację sauny na basenie Sundhöll Reykjavíkur.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1720.jpg,25000000,"64.1418346985068 , -21.9422798767761",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1720-Gosbrunn%20%C3%AD%20Tj%C3%B6rnina.pdf,Gosbrunn í Tjörnina ,Verkefnið felur í sér að setja upp gosbrunn í Tjörninni.,Fountain in the pond,The project entails putting a fountain in the pond in the city cente.,Fontanna w Tjörnin ,Projekt obejmuje instalację fontanny w Tjörnin.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1721.jpg,8000000,"64.1412962623132 , -21.9395792484283",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1721-Vatnsp%C3%B3stur%20%C3%AD%20Hlj%C3%B3msk%C3%A1lagar%C3%B0inum.pdf,Vatnspóstur í Hljómskálagarðinum,Verkefnið felur í sér að setja upp vatnspóst fyrir fólk og dýr í Hljómskálagarðinum.,Drinking fountain in Hljómskálagarður,The project entails installing drinking fountains for both people and animals in Hljómskálagarður.,Punkt picia wody w Hljómskálagarður,Projekt obejmuje montaż punktu do picia wody w parku Hljómskálagarður.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1725.jpg,12000000,"64.1437535 , -21.9280055",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1725-B%C3%A6ta%20Bjarnarst%C3%ADgsr%C3%B3l%C3%B3.pdf,Bæta Bjarnarstígsróló,Verkefnið felur í sér að setja nýtt leikvallarundirlag og ný leiktæki á leiksvæðið.,Improve the playground on Bjarnastígur,The project entails installing new playground surface and playground equipment on the playground on Bjarnastígur.,Poprawa placu zabaw przy Bjarnarstígur,Projekt obejmuje montaż nowej nawierzchni i nowego sprzętu.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1726.jpg,15000000,"64.14351907448686,-21.930794450926207",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1726-B%C3%A6ta%20Freyjug%C3%B6tur%C3%B3l%C3%B3.pdf,Bæta Freyjugöturóló,Verkefnið felur í sér að setja nýtt leikvallarundirlag og ný leiktæki á leiksvæðið.,Improve the playground on Freyjagata,The project entails installing new playground surface and playground equipment on the playground on Freyjagata.,Poprawa placu zabaw przy Freyjugacie,Projekt obejmuje montaż nowej nawierzchni i nowego sprzętu.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1728.jpg,15000000,"64.1380288343986,-21.93686756298835",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1728-Betra%20hundasv%C3%A6%C3%B0i%20%C3%AD%20Mi%C3%B0borg.pdf,Betra hundasvæði í Miðborg,Verkefnið felur í sér að bæta hundasvæðið við BSÍ.,Better dog park in Miðborg,The project entails making improvements to the dog park near BSÍ.,Lepszy teren dla psów w centrum,Projekt obejmuje ulepszenie terenu dla psów przy BSÍ.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1731.jpg,20000000,"64.1446259 , -21.9338713",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1731-Vistlegri%20Sp%C3%ADtalast%C3%ADgur.pdf,Vistlegri Spítalastígur,"Verkefnið felur í sér að gera Spítalastíg vistlegri með nýju yfirborði, plöntum og gróðurkerjum.",Greener Spítalastígur,"The project entails making Spítalastígur greener with a new surface, plants and flower pots.",Ekologiczniejsza ulica Spítalastígur,"Projekt obejmuje uczynienie Spítalastígur bardziej zieloną dzięki nowej nawierzchni, roślinnością i doniczkom."
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1733.jpg,5000000,"64.1460544219172 , -21.9240376682398",,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1733-%C3%81ningasta%C3%B0ur%20vi%C3%B0%20Lindarg%C3%B6tu.pdf,Áningastaður við Lindargötu,Verkefnið felur í sér að setja upp áningarstað á horni Lindargötu og Frakkastígs,A rest area on Lindargata,The project entails setting up a rest area on the corner of Lindargata and Frakkastígur.,Miejsce do wypoczynku przy Lindargata,Projekt obejmuje utworzenie miejsca do wypoczynku na rogu dwóch ulic Lindargaty i Frakkastígur.
Miðborg,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Myndir/Midborg/HM4-1740.jpg,7000000,,,https://sahverfidmitt.blob.core.windows.net/hverfidmitt/Kjorsedlar/Midborg/HM4-1740-Hvar%20er%20gaman%20a%C3%B0%20leika.pdf,Hvar er gaman að leika?,Verkefnið felur í sér að bæta aðgengi að upplýsingum um leiksvæði með skiltum og á vef borgarinnar.,Where´s a fun place to play?,The project entails improving access to information about playgrounds with signs and on the city's website.,Gdzie można fajnie się pobawić?,Projekt obejmuje poprawę dostępu do informacji o placach zabaw - ustawienie szyldów oraz informacji na stronie miasta.
